RESULTS (Input Conditions),,,,,,,,,,,,,,,,,,,,
Salinity,t(oC) in,P (dbars) in,Total P (mmol/kgSW),Total Si (mmol/kgSW),TA in (mmol/kgSW),TCO2 in (mmol/kgSW),pH in,fCO2 in (matm),pCO2 in (matm),HCO3 in (mmol/kgSW),CO3 in (mmol/kgSW),CO2 in (mmol/kgSW),B Alk in (mmol/kgSW),OH in (mmol/kgSW),P Alk in (mmol/kgSW),Si Alk in (mmol/kgSW) ,Revelle in,WCa in,WAr in,xCO2 in (dry at 1 atm) (ppm)
35,20,0,0.00,0.00,2400,2081.165527,8.12696743,323.2130432,324.3129883,1843.016871,227.6742221,10.47450843,96.42129622,5.221126874,0,0,9.606335257,5.445377364,3.539068402,331.8195922
35,20,0,0.00,0.00,2400,2081.87207,8.125817299,324.2694397,325.3729858,1844.151238,227.2119287,10.50874445,96.22534331,5.207320278,0,0,9.617729402,5.434320503,3.531882309,332.9041474
35,20,0,0.00,0.00,2400,2082.603027,8.124625206,325.3677368,326.4750061,1845.325385,226.7334156,10.54433686,96.02251684,5.193047207,0,0,9.629568584,5.42287571,3.524444091,334.0316714
35,20,0,0.00,0.00,2400,2083.360107,8.123389244,326.5098267,327.6210022,1846.540843,226.2380578,10.58134959,95.81255204,5.178290872,0,0,9.641873262,5.411028035,3.516744031,335.2041892
35,20,0,0.00,0.00,2400,2084.141602,8.122112274,327.6937866,328.8089905,1847.794923,225.7269512,10.61971871,95.59591358,5.163085803,0,0,9.654621351,5.39880369,3.508799165,336.4196759
35,20,0,0.00,0.00,2400,2084.945557,8.120796204,328.9176331,330.0369873,1849.084957,225.2011813,10.6593803,95.37306171,5.147466096,0,0,9.66777114,5.386228637,3.500626366,337.6761066
35,20,0,0.00,0.00,2400,2085.772949,8.119440079,330.1833496,331.3070068,1850.412438,224.6601399,10.70039829,95.14373876,5.131415504,0,0,9.681383988,5.373288328,3.49221618,338.9755063
35,20,0,0.00,0.00,2400,2086.621826,8.118046761,331.4878845,332.6159973,1851.773639,224.1053443,10.74267586,94.90858804,5.11498085,0,0,9.6954054,5.360019057,3.483592194,340.3148077
35,20,0,0.00,0.00,2400,2087.490723,8.116618156,332.8303528,333.9630127,1853.166963,223.5374455,10.78618104,94.66788552,5.098183117,0,0,9.709842374,5.346436387,3.474764523,341.6929985
35,20,0,0.00,0.00,2400,2088.376709,8.115159035,334.2066345,335.3439941,1854.587689,222.9583664,10.83078318,94.42244643,5.081080754,0,0,9.724611993,5.332586316,3.465763063,343.1059397
35,20,0,0.00,0.00,2400,2089.276123,8.113675117,335.6108704,336.7529907,1856.029252,222.3707824,10.87629052,94.17340477,5.063754049,0,0,9.73967035,5.318532829,3.456629398,344.5475565
35,20,0,0.00,0.00,2400,2090.186279,8.112172127,337.0390015,338.1860046,1857.487169,221.7765205,10.92257335,93.92153502,5.046257863,0,0,9.754973835,5.304319626,3.44739193,346.0137398
35,20,0,0.00,0.00,2400,2091.104004,8.110653877,338.4870911,339.6390076,1858.957018,221.1773828,10.969501,93.66760098,5.028645986,0,0,9.770478641,5.289989805,3.43807867,347.5003504
35,20,0,0.00,0.00,2400,2092.025879,8.109126091,339.9501038,341.1069946,1860.433566,220.575502,11.01691369,93.4125066,5.010981576,0,0,9.786131464,5.275594377,3.42872277,349.0023261
35,20,0,0.00,0.00,2400,2092.950439,8.107590675,341.4250793,342.5870056,1861.913641,219.9721714,11.06471459,93.15680002,4.993302816,0,0,9.801899927,5.261164272,3.419344334,350.5166
35,20,0,0.00,0.00,2400,2093.876221,8.106051445,342.9100342,344.0769958,1863.395092,219.3682675,11.1128379,92.90085272,4.97563546,0,0,9.817761967,5.246720455,3.409956985,352.0410876
35,20,0,0.00,0.00,2400,2094.799805,8.104513168,344.3999329,345.571991,1864.87289,218.76584,11.16112195,92.64553341,4.958039346,0,0,9.833664026,5.232311951,3.400592586,353.5706671
35,20,0,0.00,0.00,2400,2095.720947,8.102975845,345.8938904,347.0710144,1866.346117,218.1652641,11.20953665,92.39100107,4.94052513,0,0,9.849596003,5.217947732,3.39125697,355.1043856
35,20,0,0.00,0.00,2400,2096.636963,8.101445198,347.3877869,348.5700073,1867.810811,217.5681547,11.25795042,92.13794007,4.923139474,0,0,9.865514467,5.203666423,3.381975239,356.6380744
35,20,0,0.00,0.00,2400,2097.546631,8.09992218,348.8796997,350.0669861,1869.265132,216.9752621,11.30629933,91.88666833,4.905903628,0,0,9.881398355,5.189485967,3.372759055,358.1697086
35,20,0,0.00,0.00,2400,2098.450439,8.098406792,350.3696594,351.5620117,1870.709246,216.386519,11.35458525,91.6371573,4.888815007,0,0,9.897248264,5.175404759,3.363607373,359.6993476
35,20,0,0.00,0.00,2400,2099.348389,8.096898079,351.8585815,353.0559998,1872.144124,215.80153,11.40283734,91.38923931,4.871861533,0,0,9.913073729,5.161413338,3.354514046,361.2279147
35,20,0,0.00,0.00,2400,2100.244873,8.095389366,353.352478,354.5549927,1873.575621,215.217908,11.45125111,91.14190272,4.854973626,0,0,9.928938751,5.147454612,3.345441969,362.7616035
35,20,0,0.00,0.00,2400,2101.144531,8.093873024,354.8603516,356.0679932,1875.012243,214.6321851,11.50011701,90.8936778,4.838050924,0,0,9.944938185,5.133445639,3.336337234,364.3096152
35,20,0,0.00,0.00,2400,2102.052246,8.092340469,356.3901367,357.6029968,1876.46137,214.0413524,11.54969353,90.64328943,4.821006913,0,0,9.961156098,5.119314451,3.32715307,365.8801388
35,20,0,0.00,0.00,2400,2102.97168,8.09078598,357.9478455,359.1659851,1877.928328,213.4432382,11.60017432,90.38981735,4.803779717,0,0,9.977655062,5.105009109,3.317855719,367.4793082
35,20,0,0.00,0.00,2400,2103.906982,8.089201927,359.5414429,360.7650146,1879.42023,212.8349411,11.65181974,90.13203206,4.786286888,0,0,9.994519182,5.09046022,3.308400082,369.115372
35,20,0,0.00,0.00,2400,2104.857666,8.08758831,361.1708679,362.3999939,1880.936422,212.2167282,11.7046251,89.8700468,4.768537416,0,0,10.01174578,5.075674168,3.298790307,370.7881811
35,20,0,0.00,0.00,2400,2105.82666,8.085940361,362.8411865,364.0759888,1882.481086,211.5868927,11.75875584,89.60313844,4.750483733,0,0,10.02938759,5.060610135,3.288999867,372.5029765
35,20,0,0.00,0.00,2400,2106.812256,8.084261894,364.550354,365.7909851,1884.05175,210.9464429,11.81414615,89.33173434,4.732156238,0,0,10.04742181,5.045292235,3.279044433,374.2576737
35,20,0,0.00,0.00,2400,2107.814209,8.082551956,366.2984314,367.5450134,1885.64783,210.2956157,11.87079604,89.05593503,4.71356314,0,0,10.06584711,5.029726137,3.268927689,376.0522727
35,20,0,0.00,0.00,2400,2108.83252,8.080810547,368.0863342,369.3389893,1887.269632,209.6342859,11.92873746,88.77568749,4.694702298,0,0,10.08467247,5.013908842,3.258647687,377.887786
35,20,0,0.00,0.00,2400,2109.866699,8.079039574,369.9131165,371.1719971,1888.91569,208.9630505,11.9879394,88.49124484,4.67559216,0,0,10.10388639,4.997854631,3.248213708,379.7632308
35,20,0,0.00,0.00,2400,2110.916504,8.077237129,371.7797852,373.0450134,1890.586267,208.2818018,12.04843287,88.20256153,4.656231056,0,0,10.12349743,4.981560927,3.237624078,381.6795899
35,20,0,0.00,0.00,2400,2111.979492,8.075408936,373.682312,374.95401,1892.277234,207.5922234,12.1100891,87.91035109,4.636668129,0,0,10.14346239,4.965067999,3.226904968,383.6327838
35,20,0,0.00,0.00,2400,2113.054932,8.073554993,375.6197205,376.8980103,1893.987159,206.8948981,12.17287519,87.61486056,4.616921042,0,0,10.16376918,4.948389784,3.216065436,385.6217701
35,20,0,0.00,0.00,2400,2114.141846,8.071678162,377.5910034,378.8760071,1895.714651,206.1903929,12.23675873,87.31633026,4.597006902,0,0,10.18440592,4.931539845,3.205114297,387.6455366
35,20,0,0.00,0.00,2400,2115.23877,8.069779396,379.5941772,380.8859863,1897.457529,205.4795971,12.30167679,87.01513712,4.57695179,0,0,10.20535087,4.914539453,3.194065374,389.7020583
35,20,0,0.00,0.00,2400,2116.345459,8.06785965,381.6292725,382.928009,1899.215317,204.7627042,12.36762881,86.71136312,4.556762026,0,0,10.22660248,4.897393231,3.182921675,391.7913352
35,20,0,0.00,0.00,2400,2117.462646,8.065917969,383.6972046,385.0029907,1900.988375,204.0395669,12.43464582,86.40494598,4.536434327,0,0,10.24816931,4.880097663,3.171680911,393.9143499
35,20,0,0.00,0.00,2400,2118.589844,8.0639534,385.7990723,387.1119995,1902.777115,203.3100173,12.50276165,86.09581452,4.51596486,0,0,10.27006073,4.862648726,3.16034047,396.0721746
35,20,0,0.00,0.00,2400,2119.727783,8.061966896,387.9358215,389.256012,1904.581874,202.5739171,12.57200828,85.78391025,4.495350666,0,0,10.29228544,4.845043117,3.148898204,398.2658215
35,20,0,0.00,0.00,2400,2120.874756,8.059958458,390.1054382,391.4330139,1906.400449,201.8321649,12.64231989,85.46961396,4.474617769,0,0,10.31482071,4.827302325,3.13736808,400.4932064
35,20,0,0.00,0.00,2400,2122.030518,8.0579319,392.3069153,393.6419983,1908.231555,201.085284,12.71366454,85.15314744,4.453781547,0,0,10.33765476,4.80943887,3.125758235,402.7533166
35,20,0,0.00,0.00,2400,2123.191162,8.055891037,394.5343628,395.8770142,1910.069884,200.3354397,12.78585047,84.83542818,4.432902941,0,0,10.36072475,4.791504538,3.114102325,405.0400777
35,20,0,0.00,0.00,2400,2124.354736,8.053840637,396.7836914,398.1340027,1911.911772,199.5841259,12.85874514,84.51708917,4.412023785,0,0,10.38398709,4.773535059,3.102423572,407.349291
35,20,0,0.00,0.00,2400,2125.516846,8.05178833,399.0469971,400.4049988,1913.750591,198.8340466,12.93209288,84.1992761,4.391219126,0,0,10.40735921,4.755595106,3.090764009,409.6728571
35,20,0,0.00,0.00,2400,2126.674805,8.04973793,401.3192444,402.6849976,1915.582222,198.0868823,13.00573106,83.88270097,4.370535125,0,0,10.4307886,4.737724872,3.079149758,412.0056244
35,20,0,0.00,0.00,2400,2127.825439,8.04769516,403.5935364,404.9670105,1917.401148,197.3448834,13.07943505,83.56831722,4.350033324,0,0,10.45420337,4.719978183,3.067615801,414.3404761
